plant_name,plant_id_epa,plant_id_eia,unitid,generator_id,boiler_id,fuel_type_primary,fuel_type_code,fuel_type_eia,prime_mover_code,edat_capacity_mw,heat_input_mmbtu,generator_id_match_method,op_status,op_status_date
Barry,3.0,3.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,180.0,184780.525,X-walk from Travis,OPR,Feb/11/1954 
Barry,3.0,3.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,180.0,188881.7,X-walk from Travis,OPR,Jun/18/1954 
Barry,3.0,3.0,4,4,4,Coal,CBL,BIT,ST,400.0,12242519.45,X-walk from Travis,OPR,May/28/1969 
Barry,3.0,3.0,5,5,5,Coal,CBL,BIT,ST,800.0,33224781.5,X-walk from Travis,OPR,Jul/24/1971 
Barry,3.0,3.0,6A,A1ST,6A,Pipeline Natural Gas,NG,NG,CT,312.0,15147521.0,X-walk from Travis,OPR,Feb/22/2000 
Barry,3.0,3.0,6A,A1CT,6A,Pipeline Natural Gas,NG,NG,CT,312.0,15147521.0,X-walk from Travis,OPR,Feb/22/2000 
Barry,3.0,3.0,6B,A1CT2,6B,Pipeline Natural Gas,NG,NG,CT,339.0,14257306.93,X-walk from Travis,OPR,Feb/22/2000 
Barry,3.0,3.0,6B,A1ST,6B,Pipeline Natural Gas,NG,NG,CT,339.0,14257306.93,X-walk from Travis,OPR,Feb/22/2000 
Barry,3.0,3.0,7A,A2C1,7A,Pipeline Natural Gas,NG,NG,CT,346.0,15023511.85,X-walk from Travis,OPR,Dec/11/2000 
Barry,3.0,3.0,7A,A2ST,7A,Pipeline Natural Gas,NG,NG,CT,346.0,15023511.85,X-walk from Travis,OPR,Dec/11/2000 
Barry,3.0,3.0,7B,A2C2,7B,Pipeline Natural Gas,NG,NG,CT,298.0,15285330.6,X-walk from Travis,OPR,Jan/09/2001 
Barry,3.0,3.0,7B,A2ST,7B,Pipeline Natural Gas,NG,NG,CT,298.0,15285330.6,X-walk from Travis,OPR,Jan/09/2001 
Gadsden,7.0,7.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,618.0,2109684.4,X-walk from Travis,OPR,Apr/01/1949 
Gadsden,7.0,7.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,700.0,625085.0,X-walk from Travis,OPR,Jul/20/1949 
Gorgas,8.0,8.0,10,10,10,Coal,CBL,BIT,ST,769.0,44973436.83,X-walk from Travis,OPR,Jun/26/1972 
Gorgas,8.0,8.0,8,8,8,Coal,CBL,BIT,ST,190.0,7460104.025,X-walk from Travis,OPR,May/31/1956 
Gorgas,8.0,8.0,9,9,9,Coal,CBL,BIT,ST,196.0,7419793.825,X-walk from Travis,OPR,May/10/1958 
Copper Station,9.0,9.0,CTG-1,1,,Pipeline Natural Gas,NG,NG,GT,70.0,560168.392,X-walk from Travis,OPR,Jul/01/1980 
Greene County,10.0,10.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,288.0,5255168.8,X-walk from Travis,OPR,May/04/1965 
Greene County,10.0,10.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,276.0,6094774.6,X-walk from Travis,OPR,Apr/21/1966 
Greene County,10.0,10.0,CT10,GT10,,Pipeline Natural Gas,NG,NG,GT,102.0,64340.275,X-walk from Travis,OPR,Mar/22/1996 
Greene County,10.0,10.0,CT2,GT2,,Pipeline Natural Gas,NG,NG,GT,103.0,195015.175,X-walk from Travis,OPR,Apr/11/1996 
Greene County,10.0,10.0,CT3,GT3,,Pipeline Natural Gas,NG,NG,GT,103.0,338910.525,X-walk from Travis,OPR,Mar/02/1995 
Greene County,10.0,10.0,CT4,GT4,,Pipeline Natural Gas,NG,NG,GT,100.0,331433.25,X-walk from Travis,OPR,Mar/07/1995 
Greene County,10.0,10.0,CT5,GT5,,Pipeline Natural Gas,NG,NG,GT,102.0,262037.075,X-walk from Travis,OPR,Mar/24/1995 
Greene County,10.0,10.0,CT6,GT6,,Pipeline Natural Gas,NG,NG,GT,101.0,386555.3,X-walk from Travis,OPR,Apr/12/1995 
Greene County,10.0,10.0,CT7,GT7,,Pipeline Natural Gas,NG,NG,GT,103.0,175795.875,X-walk from Travis,OPR,May/10/1995 
Greene County,10.0,10.0,CT8,GT8,,Pipeline Natural Gas,NG,NG,GT,103.0,184893.425,X-walk from Travis,OPR,Mar/01/1996 
Greene County,10.0,10.0,CT9,GT9,,Pipeline Natural Gas,NG,NG,GT,103.0,260590.85,X-walk from Travis,OPR,Mar/04/1996 
E C Gaston,26.0,26.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,282.0,1223069.825,X-walk from Travis,OPR,Mar/26/1960 
E C Gaston,26.0,26.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,282.0,1395478.925,X-walk from Travis,OPR,Jun/08/1960 
E C Gaston,26.0,26.0,3,3,3,Pipeline Natural Gas,NG,NG,ST,309.0,1863498.925,X-walk from Travis,OPR,Jun/01/1960 
E C Gaston,26.0,26.0,4,ST4,4,Pipeline Natural Gas,NG,NG,ST,282.0,899472.475,X-walk from Travis,OPR,Apr/17/1962 
E C Gaston,26.0,26.0,5,5,5,Coal,CBL,BIT,ST,963.0,45211438.95,X-walk from Travis,OPR,Jun/05/1974 
Colbert,47.0,47.0,1,1,1,Coal,CBL,BIT,ST,220.0,2997665.5719999997,860 gen file generator,RET,Apr/30/2016 
Colbert,47.0,47.0,2,2,2,Coal,CBL,BIT,ST,220.0,2867810.6560000004,860 gen file generator,RET,Apr/30/2016 
Colbert,47.0,47.0,3,3,3,Coal,CBL,BIT,ST,220.0,1868680.717,860 gen file generator,RET,Apr/30/2016 
Colbert,47.0,47.0,4,4,4,Coal,CBL,BIT,ST,220.0,1529517.8730000001,860 gen file generator,RET,Apr/30/2016 
Colbert,47.0,47.0,5,5,5,Coal,CBL,BIT,ST,550.0,,860 gen file generator,RET,Apr/30/2016 
Colbert,47.0,47.0,CCT1,GT1,,Pipeline Natural Gas,NG,NG,GT,65.0,7050.1,X-walk from Travis,OPR,Mar/01/1972 
Colbert,47.0,47.0,CCT2,GT2,,Pipeline Natural Gas,NG,NG,GT,65.0,6356.0,X-walk from Travis,OPR,Mar/01/1972 
Colbert,47.0,47.0,CCT3,GT3,,Pipeline Natural Gas,NG,NG,GT,65.0,7196.2,X-walk from Travis,OPR,Mar/01/1972 
Colbert,47.0,47.0,CCT4,GT4,,Pipeline Natural Gas,NG,NG,GT,65.0,7326.2,X-walk from Travis,OPR,Mar/01/1972 
Colbert,47.0,47.0,CCT5,GT5,,Pipeline Natural Gas,NG,NG,GT,65.0,6645.9,X-walk from Travis,OPR,Mar/01/1972 
Colbert,47.0,47.0,CCT6,GT6,,Pipeline Natural Gas,NG,NG,GT,65.0,8165.5,X-walk from Travis,OPR,Mar/01/1972 
Colbert,47.0,47.0,CCT7,GT7,,Pipeline Natural Gas,NG,NG,GT,65.0,6512.2,X-walk from Travis,OPR,Mar/01/1972 
Colbert,47.0,47.0,CCT8,GT8,,Pipeline Natural Gas,NG,NG,GT,65.0,15733.6,X-walk from Travis,OPR,Mar/01/1972 
Widows Creek,50.0,50.0,7,7,7,Coal,CBL,BIT,ST,575.0,,X-walk from Travis,RET,Apr/30/2016 
Widows Creek,50.0,50.0,8,8,8,Coal,CBL,BIT,ST,558.0,,X-walk from Travis,RET,Apr/30/2016 
Dolet Hills Power Station,51.0,51.0,1,1,1,Coal,CBL,LIG,ST,700.0,34453126.84,X-walk from Travis,OPR,Apr/25/1986 
Smith Generating Facility,54.0,54.0,SCT1,GT1,,Pipeline Natural Gas,NG,NG,GT,150.0,165492.068,X-walk from Travis,OPR,Mar/28/1995 
Smith Generating Facility,54.0,54.0,SCT10,GT10,,Pipeline Natural Gas,NG,NG,GT,110.0,311338.771,X-walk from Travis,OPR,Nov/21/2009 
Smith Generating Facility,54.0,54.0,SCT2,GT2,,Pipeline Natural Gas,NG,NG,GT,150.0,208303.228,X-walk from Travis,OPR,Feb/21/1995 
Smith Generating Facility,54.0,54.0,SCT3,GT3,,Pipeline Natural Gas,NG,NG,GT,150.0,158584.69199999998,X-walk from Travis,OPR,Jan/23/1995 
Smith Generating Facility,54.0,54.0,SCT4,GT4,,Pipeline Natural Gas,NG,NG,GT,99.0,374444.223,X-walk from Travis,OPR,Sep/13/2001 
Smith Generating Facility,54.0,54.0,SCT5,GT5,,Pipeline Natural Gas,NG,NG,GT,98.0,401428.816,X-walk from Travis,OPR,Sep/21/2001 
Smith Generating Facility,54.0,54.0,SCT6,GT6,,Pipeline Natural Gas,NG,NG,GT,98.0,410917.29,X-walk from Travis,OPR,Dec/11/2004 
Smith Generating Facility,54.0,54.0,SCT7,GT7,,Pipeline Natural Gas,NG,NG,GT,98.0,407473.86600000004,X-walk from Travis,OPR,Dec/22/2004 
Smith Generating Facility,54.0,54.0,SCT9,GT9,,Pipeline Natural Gas,NG,NG,GT,108.0,356582.13,X-walk from Travis,OPR,Oct/23/2009 
Charles R Lowman,56.0,56.0,1,1,1,Coal,CBL,BIT,ST,88.0,258339.12300000002,X-walk from Travis,OPR,Mar/01/1969 
Charles R Lowman,56.0,56.0,2,2,2,Coal,CBL,BIT,ST,265.0,7170889.607999999,X-walk from Travis,OPR,Mar/01/1979 
Charles R Lowman,56.0,56.0,3,3,3,Coal,CBL,BIT,ST,265.0,11461026.54,X-walk from Travis,OPR,May/01/1980 
Platte,59.0,59.0,1,1,1,Coal,CBL,SUB,ST,112.0,6258835.494,X-walk from Travis,OPR,Aug/01/1982 
Gerald Whelan Energy Center,60.0,60.0,1,1,1,Coal,CBL,RC,ST,84.0,4474169.029,X-walk from Travis,OPR,Jul/01/1981 
Gerald Whelan Energy Center,60.0,60.0,2,2,2,Coal,CBL,SUB,ST,254.0,9449923.755,X-walk from Travis,OPR,Oct/26/2010 
Escalante,87.0,87.0,1,1,1,Coal,CBL,SUB,ST,273.0,13861860.5,X-walk from Travis,OPR,Dec/01/1984 
Holcomb,108.0,108.0,SGU1,1,SGU1,Coal,CBL,SUB,ST,395.0,17995708.42,X-walk from Travis,OPR,Aug/01/1983 
Cholla,113.0,113.0,1,1,1,Coal,CBL,SUB,ST,133.0,1847002.471,X-walk from Travis,OPR,May/01/1962 
Cholla,113.0,113.0,3,3,3,Coal,CBL,SUB,ST,305.0,7408814.481000001,X-walk from Travis,OPR,May/15/1980 
Cholla,113.0,113.0,4,4,4,Coal,CBL,SUB,ST,425.0,20106926.5,X-walk from Travis,OPR,Jun/05/1981 
Ocotillo Power Plant,116.0,116.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,114.0,860204.8859999999,X-walk from Travis,OPR,Apr/14/1960 
Ocotillo Power Plant,116.0,116.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,114.0,819305.8990000001,X-walk from Travis,OPR,Feb/14/1960 
APS West Phoenix Power Plant,117.0,117.0,CC4,C4-2,CC4,Pipeline Natural Gas,NG,NG,CT,130.0,1638698.3909999998,X-walk from Travis,OPR,Apr/12/2001 
APS West Phoenix Power Plant,117.0,117.0,CC4,C4-1,CC4,Pipeline Natural Gas,NG,NG,CT,130.0,1638698.3909999998,X-walk from Travis,OPR,Apr/12/2001 
APS West Phoenix Power Plant,117.0,117.0,CC5A,C5-1,CC5A,Pipeline Natural Gas,NG,NG,CT,285.0,8125941.438999999,X-walk from Travis,OPR,Jun/13/2003 
APS West Phoenix Power Plant,117.0,117.0,CC5A,C5-3,CC5A,Pipeline Natural Gas,NG,NG,CT,285.0,8125941.438999999,X-walk from Travis,OPR,Jun/13/2003 
APS West Phoenix Power Plant,117.0,117.0,CC5B,C5-2,CC5B,Pipeline Natural Gas,NG,NG,CT,285.0,8053446.471,X-walk from Travis,OPR,Jun/16/2003 
APS West Phoenix Power Plant,117.0,117.0,CC5B,C5-3,CC5B,Pipeline Natural Gas,NG,NG,CT,285.0,8053446.471,X-walk from Travis,OPR,Jun/16/2003 
APS Saguaro Power Plant,118.0,118.0,CT3,GE1,,Natural Gas,NG,NG,GT,80.0,182723.201,X-walk from Travis,OPR,Mar/01/2002 
Yucca Power Plant,120.0,120.0,1,ST1,1,Pipeline Natural Gas,NG,NG,ST,80.0,2511315.054,X-walk from Travis,OPR,Mar/04/1959 
Yucca Power Plant,120.0,120.0,CT5,GT5,,Pipeline Natural Gas,NG,NG,GT,50.0,895641.66,X-walk from Travis,OPR,Jun/02/2008 
Yucca Power Plant,120.0,120.0,CT6,GT6,,Pipeline Natural Gas,NG,NG,GT,50.0,876148.923,X-walk from Travis,OPR,Jun/23/2008 
De Moss Petrie Generating Station,124.0,124.0,GT1,GT2,,Natural Gas,NG,NG,GT,85.0,85134.556,X-walk from Travis,OPR,Apr/30/2001 
Irvington Generating Station,126.0,126.0,1,ST1,1,Natural Gas,NG,NG,ST,85.0,347480.00700000004,X-walk from Travis,OPR,May/01/1958 
Irvington Generating Station,126.0,126.0,2,ST2,2,Natural Gas,NG,NG,ST,80.0,650769.932,X-walk from Travis,OPR,Oct/01/1960 
Irvington Generating Station,126.0,126.0,3,ST3,3,Natural Gas,NG,NG,ST,120.0,2023021.733,X-walk from Travis,OPR,Apr/04/1996 
Irvington Generating Station,126.0,126.0,4,4,4,Coal,CBL,NG,ST,165.0,5947611.499,X-walk from Travis,OPR,May/01/1967 
Oklaunion Power Station,127.0,127.0,1,1,1,Coal,CBL,SUB,ST,750.0,28528766.37,X-walk from Travis,OPR,Dec/24/1986 
Cross,130.0,130.0,1,1,1,Coal,CBL,RC,ST,685.0,20887539.36,X-walk from Travis,OPR,Dec/01/1994 
Cross,130.0,130.0,2,2,2,Coal,CBL,RC,ST,650.0,2700237.059,X-walk from Travis,OPR,May/01/1984 
Cross,130.0,130.0,3,3,3,Coal,CBL,RC,ST,670.0,39720597.52,X-walk from Travis,OPR,Aug/05/2006 
Cross,130.0,130.0,4,4,4,Coal,CBL,RC,ST,675.0,47815501.62,X-walk from Travis,OPR,Mar/17/2008 
Seminole (136),136.0,136.0,1,1,1,Coal,CBL,BIT,ST,736.0,39817391.42,X-walk from Travis,OPR,Jan/31/1984 
Seminole (136),136.0,136.0,2,2,2,Coal,CBL,BIT,ST,736.0,35029331.19,X-walk from Travis,OPR,Dec/31/1984 
Agua Fria Generating Station,141.0,141.0,1,AF1,1,Pipeline Natural Gas,NG,NG,ST,125.0,286465.75,X-walk from Travis,OPR,Jul/06/1995 
Agua Fria Generating Station,141.0,141.0,2,AF2,2,Pipeline Natural Gas,NG,NG,ST,125.0,354186.56299999997,X-walk from Travis,OPR,Jul/10/1995 
Agua Fria Generating Station,141.0,141.0,3,AF3,3,Pipeline Natural Gas,NG,NG,ST,193.0,484440.117,X-walk from Travis,OPR,Jan/04/1995 
Crosscut,143.0,143.0,1,CC1,1,,,NG,,,,X-walk from Travis,OPR,Dec/01/1941 
Crosscut,143.0,143.0,2,CC2,2,,,NG,,,,X-walk from Travis,OPR,Dec/01/1941 
Crosscut,143.0,143.0,3,CC3,3,,,NG,,,,X-walk from Travis,OPR,Dec/01/1941 
Crosscut,143.0,143.0,4,CC4,4,,,NG,,,,X-walk from Travis,OPR,Apr/01/1949 
Crosscut,143.0,143.0,5,CC4,5,,,NG,,,,X-walk from Travis,OPR,Apr/01/1949 
Crosscut,143.0,143.0,6,CC4,6,,,NG,,,,X-walk from Travis,OPR,Apr/01/1949 
Kyrene Generating Station,147.0,147.0,K-7,KY7,K-7,Pipeline Natural Gas,NG,NG,CT,278.0,8791141.937,X-walk from Travis,OPR,Mar/07/2002 
Kyrene Generating Station,147.0,147.0,K-7,KY7A,K-7,Pipeline Natural Gas,NG,NG,CT,278.0,8791141.937,X-walk from Travis,OPR,Mar/07/2002 
Apache Station,160.0,160.0,1,ST1,1,Pipeline Natural Gas,NG,NG,ST,85.0,997919.7370000001,X-walk from Travis,OPR,Sep/01/1964 
Apache Station,160.0,160.0,2,ST2,2,Coal,CBL,NG,ST,200.0,10499626.91,X-walk from Travis,OPR,Jan/01/1979 
Apache Station,160.0,160.0,3,ST3,3,Coal,CBL,SUB,ST,200.0,12381344.42,X-walk from Travis,OPR,Sep/01/1979 
Apache Station,160.0,160.0,4,GT4,,Pipeline Natural Gas,NG,NG,GT,44.0,394197.99,X-walk from Travis,OPR,Nov/01/2002 
Grand River Dam Authority,165.0,165.0,1,1,1,Coal,CBL,NG,ST,520.0,21432741.78,X-walk from Travis,OPR,Jan/01/1982 
Grand River Dam Authority,165.0,165.0,2,2,2,Coal,CBL,SUB,ST,550.0,8426547.036,X-walk from Travis,OPR,Apr/01/1986 
Grand River Dam Authority,165.0,165.0,3,3CT,,,,NG,,,,X-walk from Travis,OPR,Mar/14/2017 
Grand River Dam Authority,165.0,165.0,3,3ST,,,,NG,,,,X-walk from Travis,OPR,Mar/14/2017 
Lake Catherine,170.0,170.0,4,4,4,Pipeline Natural Gas,NG,NG,ST,574.0,3811793.543,X-walk from Travis,OPR,Apr/07/1970 
Thomas Fitzhugh,201.0,201.0,2,1,2,Pipeline Natural Gas,NG,NG,CT,170.0,2303252.315,X-walk from Travis,OPR,Dec/31/2002 
Thomas Fitzhugh,201.0,201.0,2,2,2,Pipeline Natural Gas,NG,NG,CT,170.0,2303252.315,X-walk from Travis,OPR,Dec/31/2002 
Carl Bailey,202.0,202.0,01,1,01,Pipeline Natural Gas,NG,NG,ST,1000.0,188489.83,X-walk from Travis,OPR,Mar/15/1966 
McClellan,203.0,203.0,01,1,01,Pipeline Natural Gas,NG,NG,ST,1000.0,774097.058,X-walk from Travis,OPR,Apr/01/1970 
St. Johns River Power,207.0,207.0,1,1,1,Coal,CBL,BIT,ST,680.0,25262537.44,X-walk from Travis,OPR,Mar/22/1987 
St. Johns River Power,207.0,207.0,2,2,2,Coal,CBL,BIT,ST,680.0,29358921.36,X-walk from Travis,OPR,May/27/1988 
Moss Landing,260.0,260.0,1A,CT1A,,Pipeline Natural Gas,NG,NG,CT,285.0,4722510.643,X-walk from Travis,OPR,Apr/09/2002 
Moss Landing,260.0,260.0,1A,ST1,,Pipeline Natural Gas,NG,NG,CT,285.0,4722510.643,X-walk from Travis,OPR,Apr/09/2002 
Moss Landing,260.0,260.0,2A,ST1,,Pipeline Natural Gas,NG,NG,CT,285.0,4060277.21,X-walk from Travis,OPR,Apr/09/2002 
Moss Landing,260.0,260.0,2A,CT1B,,Pipeline Natural Gas,NG,NG,CT,285.0,4060277.21,X-walk from Travis,OPR,Apr/09/2002 
Moss Landing,260.0,260.0,3A,CT2A,,Pipeline Natural Gas,NG,NG,CT,285.0,5254461.142,X-walk from Travis,OPR,May/24/2002 
Moss Landing,260.0,260.0,3A,ST2,,Pipeline Natural Gas,NG,NG,CT,285.0,5254461.142,X-walk from Travis,OPR,May/24/2002 
Moss Landing,260.0,260.0,4A,CT2B,,Pipeline Natural Gas,NG,NG,CT,285.0,4269785.584,X-walk from Travis,OPR,May/26/2002 
Moss Landing,260.0,260.0,4A,ST2,,Pipeline Natural Gas,NG,NG,CT,285.0,4269785.584,X-walk from Travis,OPR,May/26/2002 
Moss Landing,260.0,260.0,6-1,6,6-1,Pipeline Natural Gas,NG,NG,ST,792.0,799919.2890000001,X-walk from Travis,RET,Dec/31/2016 
Moss Landing,260.0,260.0,7-1,7,7-1,Pipeline Natural Gas,NG,NG,ST,792.0,1120121.336,X-walk from Travis,RET,Dec/31/2016 
Pittsburg Generating Station (CA),271.0,271.0,5,5,5,Pipeline Natural Gas,NG,NG,ST,335.0,468550.75899999996,X-walk from Travis,RET,Dec/31/2016 
Pittsburg Generating Station (CA),271.0,271.0,6,6,6,Pipeline Natural Gas,NG,NG,ST,335.0,397936.63,X-walk from Travis,RET,Dec/31/2016 
Pittsburg Generating Station (CA),271.0,271.0,7,7,7,Pipeline Natural Gas,NG,NG,ST,725.0,705855.35,X-walk from Travis,RET,Dec/31/2016 
Limestone,298.0,298.0,LIM1,1,LIM1,Coal,CBL,SUB,ST,910.0,44899400.28,X-walk from Travis,OPR,Dec/01/1985 
Limestone,298.0,298.0,LIM2,2,LIM2,Coal,CBL,SUB,ST,960.0,44664337.62,X-walk from Travis,OPR,Dec/01/1985 
Cabrillo Power I Encina Power Station,302.0,302.0,1,ST1,1,Pipeline Natural Gas,NG,NG,ST,115.0,167187.781,X-walk from Travis,RET,Mar/01/2017 
Cabrillo Power I Encina Power Station,302.0,302.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,115.0,193396.408,X-walk from Travis,OPR,Jul/31/1956 
Cabrillo Power I Encina Power Station,302.0,302.0,3,3,3,Pipeline Natural Gas,NG,NG,ST,120.0,244430.96899999998,X-walk from Travis,OPR,Aug/28/1958 
Cabrillo Power I Encina Power Station,302.0,302.0,4,4,4,Pipeline Natural Gas,NG,NG,ST,320.0,1199644.72,X-walk from Travis,OPR,Nov/01/1973 
Cabrillo Power I Encina Power Station,302.0,302.0,5,5,5,Pipeline Natural Gas,NG,NG,ST,345.0,2150764.856,X-walk from Travis,OPR,Nov/01/1978 
AES Alamitos,315.0,315.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,200.0,444987.6,X-walk from Travis,OPR,Jul/01/1956 
AES Alamitos,315.0,315.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,200.0,875441.8,X-walk from Travis,OPR,Jan/01/1957 
AES Alamitos,315.0,315.0,3,3,3,Pipeline Natural Gas,NG,NG,ST,360.0,3928427.6,X-walk from Travis,OPR,Oct/01/1961 
AES Alamitos,315.0,315.0,4,4,4,Pipeline Natural Gas,NG,NG,ST,360.0,3570443.2,X-walk from Travis,OPR,Apr/01/1962 
AES Alamitos,315.0,315.0,5,5,5,Pipeline Natural Gas,NG,NG,ST,525.0,972462.2,X-walk from Travis,OPR,Dec/01/1965 
AES Alamitos,315.0,315.0,6,6,6,Pipeline Natural Gas,NG,NG,ST,525.0,1325079.0,X-walk from Travis,OPR,Jun/01/1966 
El Segundo,330.0,57901.0,5,6,,Pipeline Natural Gas,NG,NG,CT,261.0,5331984.546,X-walk from Travis,OPR,
El Segundo,330.0,57901.0,5,5,,Pipeline Natural Gas,NG,NG,CT,261.0,5331984.546,X-walk from Travis,OPR,
El Segundo,330.0,57901.0,7,8,,Pipeline Natural Gas,NG,NG,CT,261.0,4611388.748,X-walk from Travis,OPR,
El Segundo,330.0,57901.0,7,7,,Pipeline Natural Gas,NG,NG,CT,261.0,4611388.748,X-walk from Travis,OPR,
Etiwanda Generating Station,331.0,331.0,3,3,3,Pipeline Natural Gas,NG,NG,ST,360.0,977685.853,X-walk from Travis,OPR,May/01/1963 
Etiwanda Generating Station,331.0,331.0,4,4,4,Pipeline Natural Gas,NG,NG,ST,360.0,997351.8459999999,X-walk from Travis,OPR,Oct/01/1963 
AES Huntington Beach,335.0,335.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,230.0,2851130.6,X-walk from Travis,OPR,May/01/1958 
AES Huntington Beach,335.0,335.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,240.0,2678398.6,X-walk from Travis,OPR,Oct/01/1958 
Long Beach Generating Station,341.0,341.0,1,CT1,,Pipeline Natural Gas,NG,NG,GT,67.0,102752.05699999999,X-walk from Travis,OPR,Aug/01/2007 
Long Beach Generating Station,341.0,341.0,2,CT2,,Pipeline Natural Gas,NG,NG,GT,67.0,107019.002,X-walk from Travis,OPR,Aug/01/2007 
Long Beach Generating Station,341.0,341.0,3,CT3,,Pipeline Natural Gas,NG,NG,GT,67.0,105903.536,X-walk from Travis,OPR,Aug/01/2007 
Long Beach Generating Station,341.0,341.0,4,CT4,,Pipeline Natural Gas,NG,NG,GT,67.0,100561.804,X-walk from Travis,OPR,Aug/01/2007 
Mandalay Generating Station,345.0,345.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,240.0,885921.6159999999,X-walk from Travis,OPR,Apr/01/1959 
Mandalay Generating Station,345.0,345.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,240.0,771047.002,X-walk from Travis,OPR,Sep/01/1959 
Ormond Beach Generating Station,350.0,350.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,805.0,617170.928,X-walk from Travis,OPR,Dec/01/1971 
Ormond Beach Generating Station,350.0,350.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,805.0,724483.537,X-walk from Travis,OPR,Jun/01/1973 
AES Redondo Beach,356.0,356.0,5,5,5,Pipeline Natural Gas,NG,NG,ST,225.0,368524.4,X-walk from Travis,OPR,Sep/01/1954 
AES Redondo Beach,356.0,356.0,6,6,6,Pipeline Natural Gas,NG,NG,ST,225.0,838699.6,X-walk from Travis,OPR,Jun/01/1957 
AES Redondo Beach,356.0,356.0,7,7,7,Pipeline Natural Gas,NG,NG,ST,480.0,1893520.0,X-walk from Travis,OPR,Nov/01/1966 
AES Redondo Beach,356.0,356.0,8,8,8,Pipeline Natural Gas,NG,NG,ST,480.0,853796.4,X-walk from Travis,OPR,Apr/01/1967 
Mountainview Generating Station,358.0,358.0,3-1,MV3C,,Pipeline Natural Gas,NG,NG,CT,310.0,8837052.769,X-walk from Travis,OPR,Aug/10/2005 
Mountainview Generating Station,358.0,358.0,3-1,MV3A,,Pipeline Natural Gas,NG,NG,CT,310.0,8837052.769,X-walk from Travis,OPR,Aug/10/2005 
Mountainview Generating Station,358.0,358.0,3-2,MV3C,,Pipeline Natural Gas,NG,NG,CT,310.0,8417479.728,X-walk from Travis,OPR,Aug/20/2005 
Mountainview Generating Station,358.0,358.0,3-2,MV3B,,Pipeline Natural Gas,NG,NG,CT,310.0,8417479.728,X-walk from Travis,OPR,Aug/20/2005 
Mountainview Generating Station,358.0,358.0,4-1,MV4C,,Pipeline Natural Gas,NG,NG,CT,310.0,9230215.397,X-walk from Travis,OPR,Nov/04/2005 
Mountainview Generating Station,358.0,358.0,4-1,MV4A,,Pipeline Natural Gas,NG,NG,CT,310.0,9230215.397,X-walk from Travis,OPR,Nov/04/2005 
Mountainview Generating Station,358.0,358.0,4-2,MV4B,,Pipeline Natural Gas,NG,NG,CT,310.0,9506606.59,X-walk from Travis,OPR,Nov/21/2005 
Mountainview Generating Station,358.0,358.0,4-2,MV4C,,Pipeline Natural Gas,NG,NG,CT,310.0,9506606.59,X-walk from Travis,OPR,Nov/21/2005 
Grayson Power Plant,377.0,377.0,3,3,3,,,LFG,,,,X-walk from Travis,OPR,Nov/01/1953 
Grayson Power Plant,377.0,377.0,4,4,4,Pipeline Natural Gas,NG,NG,ST,44.0,583863.374,X-walk from Travis,OPR,Sep/15/1959 
Grayson Power Plant,377.0,377.0,5,5,5,Pipeline Natural Gas,NG,NG,ST,44.0,874689.56,X-walk from Travis,OPR,Sep/01/1964 
Grayson Power Plant,377.0,377.0,9,9,,Pipeline Natural Gas,NG,NG,GT,50.0,268245.314,X-walk from Travis,OPR,Dec/11/2003 
Joliet 29,384.0,384.0,71,7,71,Pipeline Natural Gas,NG,NG,ST,300.0,5605430.85,X-walk from Travis,OPR,Apr/09/1965 
Joliet 29,384.0,384.0,72,7,72,Pipeline Natural Gas,NG,NG,ST,302.0,4973655.7,X-walk from Travis,OPR,Apr/09/1965 
Joliet 29,384.0,384.0,81,8,81,Pipeline Natural Gas,NG,NG,ST,300.0,3407132.85,X-walk from Travis,OPR,Mar/21/1966 
Joliet 29,384.0,384.0,82,8,82,Pipeline Natural Gas,NG,NG,ST,300.0,3800969.475,X-walk from Travis,OPR,Mar/21/1966 
El Centro,389.0,389.0,2-2,2A,,Pipeline Natural Gas,NG,NG,CT,115.0,2029233.144,X-walk from Travis,OPR,Jun/01/1993 
El Centro,389.0,389.0,2-2,2,,Pipeline Natural Gas,NG,NG,CT,115.0,2029233.144,X-walk from Travis,OPR,Jun/01/1993 
El Centro,389.0,389.0,3-1,31,,Pipeline Natural Gas,NG,NG,CT,80.0,2183972.268,X-walk from Travis,OPR,Mar/01/2012 
