plant_name,plant_id_epa,plant_id_eia,unitid,generator_id,boiler_id,fuel_type_primary,fuel_type_code,fuel_type_eia,prime_mover_code,edat_capacity_mw,heat_input_mmbtu,generator_id_match_method,op_status,op_status_date
Greens Bayou,3464.0,3464.0,GBY73,73,,Pipeline Natural Gas,NG,NG,GT,76.0,70117.9,X-walk from Travis,OPR,Dec/16/1976 
Greens Bayou,3464.0,3464.0,GBY74,74,,Pipeline Natural Gas,NG,NG,GT,72.0,50296.5,X-walk from Travis,OPR,Dec/16/1976 
Greens Bayou,3464.0,3464.0,GBY81,81,,Pipeline Natural Gas,NG,NG,GT,73.0,60751.1,X-walk from Travis,OPR,Dec/16/1976 
Greens Bayou,3464.0,3464.0,GBY82,82,,Pipeline Natural Gas,NG,NG,GT,76.0,35381.3,X-walk from Travis,OPR,Dec/16/1976 
Greens Bayou,3464.0,3464.0,GBY83,83,,Pipeline Natural Gas,NG,NG,GT,75.0,105061.7,X-walk from Travis,OPR,Dec/16/1976 
Greens Bayou,3464.0,3464.0,GBY84,84,,Pipeline Natural Gas,NG,NG,GT,66.0,68614.4,X-walk from Travis,OPR,Dec/16/1976 
Sam Bertron,3468.0,3468.0,SRB1,ST1,SRB1,Pipeline Natural Gas,NG,NG,ST,140.0,,X-walk from Travis,OPR,Mar/01/1958 
Sam Bertron,3468.0,3468.0,SRB2,ST2,SRB2,Pipeline Natural Gas,NG,NG,ST,190.0,,X-walk from Travis,OPR,Apr/01/1956 
Sam Bertron,3468.0,3468.0,SRB3,3,SRB3,Pipeline Natural Gas,NG,NG,ST,250.0,,860 boiler/gen crosswalk - boiler,Operating,
Sam Bertron,3468.0,3468.0,SRB4,4,SRB4,Pipeline Natural Gas,NG,NG,ST,250.0,,860 boiler/gen crosswalk - boiler,Operating,
T H Wharton,3469.0,3469.0,THW31,3,,Pipeline Natural Gas,NG,NG,CT,84.0,702654.267,X-walk from Travis,OPR,Jul/31/1972 
T H Wharton,3469.0,3469.0,THW31,31,,Pipeline Natural Gas,NG,NG,CT,84.0,702654.267,X-walk from Travis,OPR,Jul/31/1972 
T H Wharton,3469.0,3469.0,THW32,32,,Pipeline Natural Gas,NG,NG,CT,84.0,664374.4789999999,X-walk from Travis,OPR,Jul/31/1972 
T H Wharton,3469.0,3469.0,THW32,3,,Pipeline Natural Gas,NG,NG,CT,84.0,664374.4789999999,X-walk from Travis,OPR,Jul/31/1972 
T H Wharton,3469.0,3469.0,THW33,3,,Pipeline Natural Gas,NG,NG,CT,84.0,549782.366,X-walk from Travis,OPR,Jul/31/1972 
T H Wharton,3469.0,3469.0,THW33,33,,Pipeline Natural Gas,NG,NG,CT,84.0,549782.366,X-walk from Travis,OPR,Jul/31/1972 
T H Wharton,3469.0,3469.0,THW34,34,,Pipeline Natural Gas,NG,NG,CT,84.0,663363.251,X-walk from Travis,OPR,Jul/31/1972 
T H Wharton,3469.0,3469.0,THW34,3,,Pipeline Natural Gas,NG,NG,CT,84.0,663363.251,X-walk from Travis,OPR,Jul/31/1972 
T H Wharton,3469.0,3469.0,THW41,41,,Pipeline Natural Gas,NG,NG,CT,84.0,651573.446,X-walk from Travis,OPR,Jul/31/1972 
T H Wharton,3469.0,3469.0,THW41,4,,Pipeline Natural Gas,NG,NG,CT,84.0,651573.446,X-walk from Travis,OPR,Jul/31/1972 
T H Wharton,3469.0,3469.0,THW42,42,,Pipeline Natural Gas,NG,NG,CT,84.0,513784.229,X-walk from Travis,OPR,Jul/31/1972 
T H Wharton,3469.0,3469.0,THW42,4,,Pipeline Natural Gas,NG,NG,CT,84.0,513784.229,X-walk from Travis,OPR,Jul/31/1972 
T H Wharton,3469.0,3469.0,THW43,4,,Pipeline Natural Gas,NG,NG,CT,84.0,524180.416,X-walk from Travis,OPR,Aug/16/1974 
T H Wharton,3469.0,3469.0,THW43,43,,Pipeline Natural Gas,NG,NG,CT,84.0,524180.416,X-walk from Travis,OPR,Aug/16/1974 
T H Wharton,3469.0,3469.0,THW44,44,,Pipeline Natural Gas,NG,NG,CT,84.0,462509.086,X-walk from Travis,OPR,Aug/16/1974 
T H Wharton,3469.0,3469.0,THW44,4,,Pipeline Natural Gas,NG,NG,CT,84.0,462509.086,X-walk from Travis,OPR,Aug/16/1974 
T H Wharton,3469.0,3469.0,THW51,51,,Pipeline Natural Gas,NG,NG,GT,85.0,86835.5,X-walk from Travis,OPR,Nov/21/1975 
T H Wharton,3469.0,3469.0,THW52,52,,Pipeline Natural Gas,NG,NG,GT,85.0,57687.3,X-walk from Travis,OPR,Nov/21/1975 
T H Wharton,3469.0,3469.0,THW53,53,,Pipeline Natural Gas,NG,NG,GT,85.0,167943.3,X-walk from Travis,OPR,Nov/21/1975 
T H Wharton,3469.0,3469.0,THW54,54,,Pipeline Natural Gas,NG,NG,GT,85.0,42863.4,X-walk from Travis,OPR,Nov/21/1975 
T H Wharton,3469.0,3469.0,THW55,55,,Pipeline Natural Gas,NG,NG,GT,85.0,79510.2,X-walk from Travis,OPR,Nov/21/1975 
T H Wharton,3469.0,3469.0,THW56,56,,Pipeline Natural Gas,NG,NG,GT,85.0,118341.7,X-walk from Travis,OPR,Nov/21/1975 
W A Parish,3470.0,3470.0,WAP1,1,WAP1,Pipeline Natural Gas,NG,NG,ST,190.0,779946.681,X-walk from Travis,OPR,Jun/01/1958 
W A Parish,3470.0,3470.0,WAP2,2,WAP2,Pipeline Natural Gas,NG,NG,ST,190.0,1150706.6570000001,X-walk from Travis,OPR,Dec/20/1958 
W A Parish,3470.0,3470.0,WAP3,3,WAP3,Pipeline Natural Gas,NG,NG,ST,300.0,1618283.237,X-walk from Travis,OPR,Mar/15/1961 
W A Parish,3470.0,3470.0,WAP4,4,WAP4,Pipeline Natural Gas,NG,NG,ST,565.0,5267271.135,X-walk from Travis,OPR,Jun/01/1968 
W A Parish,3470.0,3470.0,WAP5,5,WAP5,Coal,CBL,SUB,ST,768.0,34686380.02,X-walk from Travis,OPR,Dec/27/1977 
W A Parish,3470.0,3470.0,WAP6,6,WAP6,Coal,CBL,SUB,ST,764.0,33905413.34,X-walk from Travis,OPR,Dec/27/1978 
W A Parish,3470.0,3470.0,WAP7,7,WAP7,Coal,CBL,SUB,ST,660.0,28222254.66,X-walk from Travis,OPR,Jun/02/1980 
W A Parish,3470.0,3470.0,WAP8,8,WAP8,Coal,CBL,SUB,ST,660.0,38126757.77,X-walk from Travis,OPR,Dec/01/1982 
Knox Lee Power Plant,3476.0,3476.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,48.0,64408.331,X-walk from Travis,OPR,Jan/01/1996 
Knox Lee Power Plant,3476.0,3476.0,3,3,3,Pipeline Natural Gas,NG,NG,ST,48.0,49044.733,X-walk from Travis,OPR,Jan/01/1996 
Knox Lee Power Plant,3476.0,3476.0,4,4,4,Pipeline Natural Gas,NG,NG,ST,120.0,186285.51,X-walk from Travis,OPR,Feb/01/1956 
Knox Lee Power Plant,3476.0,3476.0,5,5,5,Pipeline Natural Gas,NG,NG,ST,365.0,1473818.241,X-walk from Travis,OPR,Apr/25/1974 
Lone Star Power Plant,3477.0,3477.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,53.0,120871.40800000001,X-walk from Travis,OPR,Mar/01/1954 
Wilkes Power Plant,3478.0,3478.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,195.0,3763580.258,X-walk from Travis,OPR,Mar/01/1964 
Wilkes Power Plant,3478.0,3478.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,500.0,2689833.639,X-walk from Travis,OPR,Mar/01/1970 
Wilkes Power Plant,3478.0,3478.0,3,3,3,Pipeline Natural Gas,NG,NG,ST,500.0,155953.957,X-walk from Travis,OPR,Sep/01/1971 
Jones Station,3482.0,3482.0,151B,1,151B,Pipeline Natural Gas,NG,NG,ST,256.0,6381022.161,X-walk from Travis,OPR,Jul/01/1971 
Jones Station,3482.0,3482.0,152B,2,152B,Pipeline Natural Gas,NG,NG,ST,256.0,5770468.5139999995,X-walk from Travis,OPR,Jun/01/1974 
Jones Station,3482.0,3482.0,153T,3,,Pipeline Natural Gas,NG,NG,GT,203.0,2305211.6580000003,X-walk from Travis,OPR,Jun/18/2011 
Jones Station,3482.0,3482.0,154T,4,,Pipeline Natural Gas,NG,NG,GT,203.0,2274210.0409999997,X-walk from Travis,OPR,Apr/09/2013 
Nichols Station,3484.0,3484.0,141B,1,141B,Pipeline Natural Gas,NG,NG,ST,112.0,1667761.4130000002,X-walk from Travis,OPR,Jul/01/1960 
Nichols Station,3484.0,3484.0,142B,2,142B,Pipeline Natural Gas,NG,NG,ST,111.0,1266913.904,X-walk from Travis,OPR,Jul/01/1962 
Nichols Station,3484.0,3484.0,143B,3,143B,Pipeline Natural Gas,NG,NG,ST,256.0,2673260.981,X-walk from Travis,OPR,Aug/02/1968 
Plant X,3485.0,3485.0,111B,1,111B,Pipeline Natural Gas,NG,NG,ST,50.0,347404.186,X-walk from Travis,OPR,May/01/1952 
Plant X,3485.0,3485.0,112B,2,112B,Pipeline Natural Gas,NG,NG,ST,108.0,1360162.436,X-walk from Travis,OPR,Aug/01/1953 
Plant X,3485.0,3485.0,113B,3,113B,Pipeline Natural Gas,NG,NG,ST,108.0,961426.4240000001,X-walk from Travis,OPR,Jun/01/1955 
Plant X,3485.0,3485.0,114B,4,114B,Pipeline Natural Gas,NG,NG,ST,208.0,4612511.268999999,X-walk from Travis,OPR,Jul/01/1964 
Graham,3490.0,3490.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,261.0,497341.184,X-walk from Travis,OPR,Dec/19/1960 
Graham,3490.0,3490.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,411.0,921016.803,X-walk from Travis,OPR,Jun/05/1969 
Handley Generating Station,3491.0,3491.0,3,3,3,Pipeline Natural Gas,NG,NG,ST,430.0,2858735.522,X-walk from Travis,OPR,Jul/26/1963 
Handley Generating Station,3491.0,3491.0,4,4,4,Pipeline Natural Gas,NG,NG,ST,495.0,2056155.9780000001,X-walk from Travis,OPR,Oct/26/1976 
Handley Generating Station,3491.0,3491.0,5,5,5,Pipeline Natural Gas,NG,NG,ST,495.0,1825398.0980000002,X-walk from Travis,OPR,Oct/24/1977 
Morgan Creek,3492.0,3492.0,CT1,CT1,,Pipeline Natural Gas,NG,NG,GT,92.0,6777.9,X-walk from Travis,OPR,Jul/01/1988 
Morgan Creek,3492.0,3492.0,CT2,CT2,,Pipeline Natural Gas,NG,NG,GT,92.0,11645.0,X-walk from Travis,OPR,Jul/01/1988 
Morgan Creek,3492.0,3492.0,CT3,CT3,,Pipeline Natural Gas,NG,NG,GT,92.0,9283.9,X-walk from Travis,OPR,Jul/01/1988 
Morgan Creek,3492.0,3492.0,CT4,CT4,,Pipeline Natural Gas,NG,NG,GT,92.0,8716.7,X-walk from Travis,OPR,Jul/01/1988 
Morgan Creek,3492.0,3492.0,CT5,CT5,,Pipeline Natural Gas,NG,NG,GT,92.0,8774.9,X-walk from Travis,OPR,Jul/01/1988 
Morgan Creek,3492.0,3492.0,CT6,CT6,,Pipeline Natural Gas,NG,NG,GT,92.0,2436.1,X-walk from Travis,OPR,Jul/01/1988 
Permian Basin,3494.0,3494.0,5,5,5,Pipeline Natural Gas,NG,NG,ST,122.0,,860 gen file generator,RET,Jan/21/2016 
Permian Basin,3494.0,3494.0,6,6,6,Pipeline Natural Gas,NG,NG,ST,554.0,,860 gen file generator,RET,Jan/21/2016 
Permian Basin,3494.0,3494.0,CT1,CT1,,Pipeline Natural Gas,NG,NG,GT,89.0,26203.756,X-walk from Travis,OPR,May/01/1988 
Permian Basin,3494.0,3494.0,CT2,CT2,,Pipeline Natural Gas,NG,NG,GT,89.0,31463.876,X-walk from Travis,OPR,May/01/1988 
Permian Basin,3494.0,3494.0,CT3,CT3,,Pipeline Natural Gas,NG,NG,GT,89.0,20168.694,X-walk from Travis,OPR,May/01/1988 
Permian Basin,3494.0,3494.0,CT4,CT4,,Pipeline Natural Gas,NG,NG,GT,89.0,64257.441,X-walk from Travis,OPR,Feb/01/1990 
Permian Basin,3494.0,3494.0,CT5,CT5,,Pipeline Natural Gas,NG,NG,GT,89.0,72987.497,X-walk from Travis,OPR,Feb/01/1990 
Big Brown,3497.0,3497.0,1,1,1,Coal,CBL,SUB,ST,652.0,34694898.41,860 boiler/gen crosswalk - boiler,Operating,
Big Brown,3497.0,3497.0,2,2,2,Coal,CBL,SUB,ST,654.0,34176548.64,860 boiler/gen crosswalk - boiler,Operating,
Stryker Creek,3504.0,3504.0,1,ST1,1,Pipeline Natural Gas,NG,NG,ST,191.0,153179.489,X-walk from Travis,OPR,Jun/26/1958 
Stryker Creek,3504.0,3504.0,2,ST2,2,Pipeline Natural Gas,NG,NG,ST,535.0,1606631.334,X-walk from Travis,OPR,Dec/21/1965 
Trinidad,3507.0,3507.0,9,6,9,Pipeline Natural Gas,NG,NG,ST,244.0,280441.489,X-walk from Travis,OPR,May/26/1965 
Decker Creek,3548.0,3548.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,360.0,2431868.318,X-walk from Travis,OPR,Jul/01/1971 
Decker Creek,3548.0,3548.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,450.0,2999759.3710000003,X-walk from Travis,OPR,Jan/12/1978 
Decker Creek,3548.0,3548.0,GT-1A,GT1,,Pipeline Natural Gas,NG,NG,GT,31.0,75589.5,X-walk from Travis,OPR,Jun/01/1988 
Decker Creek,3548.0,3548.0,GT-1B,GT1,,Pipeline Natural Gas,NG,NG,GT,31.0,74616.5,X-walk from Travis,OPR,Jun/01/1988 
Decker Creek,3548.0,3548.0,GT-2A,GT2,,Pipeline Natural Gas,NG,NG,GT,31.0,55268.5,X-walk from Travis,OPR,Jun/01/1988 
Decker Creek,3548.0,3548.0,GT-2B,GT2,,Pipeline Natural Gas,NG,NG,GT,31.0,36463.0,X-walk from Travis,OPR,Jun/01/1988 
Decker Creek,3548.0,3548.0,GT-3A,GT3,,Pipeline Natural Gas,NG,NG,GT,31.0,92655.5,X-walk from Travis,OPR,Jun/01/1988 
Decker Creek,3548.0,3548.0,GT-3B,GT3,,Pipeline Natural Gas,NG,NG,GT,31.0,92064.0,X-walk from Travis,OPR,Jun/01/1988 
Decker Creek,3548.0,3548.0,GT-4A,GT4,,Pipeline Natural Gas,NG,NG,GT,31.0,99974.0,X-walk from Travis,OPR,Jun/01/1988 
Decker Creek,3548.0,3548.0,GT-4B,GT4,,Pipeline Natural Gas,NG,NG,GT,31.0,100054.5,X-walk from Travis,OPR,Jun/01/1988 
Silas Ray,3559.0,3559.0,10,10,,Pipeline Natural Gas,NG,NG,GT,55.0,374655.731,X-walk from Travis,OPR,Oct/22/2004 
Silas Ray,3559.0,3559.0,9,9,,Pipeline Natural Gas,NG,NG,CT,55.0,712652.3620000001,X-walk from Travis,OPR,Dec/01/1996 
Silas Ray,3559.0,3559.0,9,6,,Pipeline Natural Gas,NG,NG,CT,55.0,712652.3620000001,X-walk from Travis,OPR,Dec/01/1996 
Ray Olinger,3576.0,3576.0,BW2,2,BW2,Pipeline Natural Gas,NG,NG,ST,110.0,74956.0,X-walk from Travis,OPR,Oct/01/1970 
Ray Olinger,3576.0,3576.0,BW3,3,BW3,Pipeline Natural Gas,NG,NG,ST,150.0,261387.625,X-walk from Travis,OPR,Mar/01/1976 
Ray Olinger,3576.0,3576.0,CE1,1,CE1,Pipeline Natural Gas,NG,NG,ST,80.0,1506.45,X-walk from Travis,OPR,May/01/1967 
Ray Olinger,3576.0,3576.0,GE4,4,,Pipeline Natural Gas,NG,NG,GT,91.0,59246.2,X-walk from Travis,OPR,Aug/03/2001 
Sim Gideon,3601.0,3601.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,150.0,617457.864,X-walk from Travis,OPR,May/15/1965 
Sim Gideon,3601.0,3601.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,150.0,585669.817,X-walk from Travis,OPR,Jan/15/1968 
Sim Gideon,3601.0,3601.0,3,3,3,Pipeline Natural Gas,NG,NG,ST,350.0,3103854.0239999997,X-walk from Travis,OPR,Apr/01/1972 
Alex Ty Cooke Generating Station,3602.0,3602.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,45.0,187794.042,860 boiler/gen crosswalk - boiler,Operating,
Alex Ty Cooke Generating Station,3602.0,3602.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,54.0,,860 boiler/gen crosswalk - boiler,Operating,
J Robert Massengale Generating Station,3604.0,3604.0,6,6A,,,,NG,,,,X-walk from Travis,OPR,Jan/01/1957 
J Robert Massengale Generating Station,3604.0,3604.0,7,7,7,,,NG,,,,X-walk from Travis,OPR,Feb/01/1959 
J Robert Massengale Generating Station,3604.0,3604.0,GT1,8,,Pipeline Natural Gas,NG,NG,CT,66.0,602612.01,X-walk from Travis,OPR,Sep/08/2000 
J Robert Massengale Generating Station,3604.0,3604.0,GT1,7,,Pipeline Natural Gas,NG,NG,CT,66.0,602612.01,X-walk from Travis,OPR,Sep/08/2000 
Leon Creek,3609.0,3609.0,CGT1,CGT1,,Pipeline Natural Gas,NG,NG,GT,50.0,169517.736,X-walk from Travis,OPR,May/15/2004 
Leon Creek,3609.0,3609.0,CGT2,CGT2,,Pipeline Natural Gas,NG,NG,GT,50.0,230740.02899999998,X-walk from Travis,OPR,May/15/2004 
Leon Creek,3609.0,3609.0,CGT3,CGT3,,Pipeline Natural Gas,NG,NG,GT,50.0,183574.235,X-walk from Travis,OPR,May/15/2004 
Leon Creek,3609.0,3609.0,CGT4,CGT4,,Pipeline Natural Gas,NG,NG,GT,50.0,198014.858,X-walk from Travis,OPR,May/15/2004 
O W Sommers,3611.0,3611.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,500.0,3152031.003,X-walk from Travis,OPR,Jun/06/1972 
O W Sommers,3611.0,3611.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,500.0,2600753.819,X-walk from Travis,OPR,Mar/20/1974 
V H Braunig,3612.0,3612.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,300.0,1562527.757,X-walk from Travis,OPR,
V H Braunig,3612.0,3612.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,300.0,1338679.103,X-walk from Travis,OPR,
V H Braunig,3612.0,3612.0,3,3,3,Pipeline Natural Gas,NG,NG,ST,500.0,3825484.997,X-walk from Travis,OPR,
V H Braunig,3612.0,3612.0,CGT5,5,,Pipeline Natural Gas,NG,NG,GT,50.0,154703.064,X-walk from Travis,OPR,
V H Braunig,3612.0,3612.0,CGT6,6,,Pipeline Natural Gas,NG,NG,GT,50.0,168223.81699999998,X-walk from Travis,OPR,
V H Braunig,3612.0,3612.0,CGT7,7,,Pipeline Natural Gas,NG,NG,GT,50.0,156942.673,X-walk from Travis,OPR,
V H Braunig,3612.0,3612.0,CGT8,8,,Pipeline Natural Gas,NG,NG,GT,50.0,161878.184,X-walk from Travis,OPR,
V H Braunig,3612.0,7512.0,CT01,1,,Pipeline Natural Gas,NG,NG,CT,360.0,10070882.55,,Operating,
V H Braunig,3612.0,7512.0,CT02,2,,Pipeline Natural Gas,NG,NG,CT,360.0,9358480.86,,Operating,
North Texas Generation Facility,3627.0,3627.0,1,1,1,,,NG,,,,X-walk from Travis,OPR,May/01/1958 
North Texas Generation Facility,3627.0,3627.0,2,2,2,,,NG,,,,X-walk from Travis,OPR,Jul/01/1958 
R W Miller,3628.0,3628.0,**4,4,,Pipeline Natural Gas,NG,NG,GT,125.0,406627.39,X-walk from Travis,OPR,Aug/01/1994 
R W Miller,3628.0,3628.0,**5,5,,Pipeline Natural Gas,NG,NG,GT,125.0,429640.05299999996,X-walk from Travis,OPR,Aug/01/1994 
R W Miller,3628.0,3628.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,90.0,157712.935,X-walk from Travis,OPR,Oct/01/1968 
R W Miller,3628.0,3628.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,127.0,530075.404,X-walk from Travis,OPR,Mar/24/1972 
R W Miller,3628.0,3628.0,3,3,3,Pipeline Natural Gas,NG,NG,ST,233.0,1643522.908,X-walk from Travis,OPR,Jun/15/1975 
Pearsall,3630.0,3630.0,1,1,1,,,NG,,,,X-walk from Travis,OPR,Mar/01/1961 
Pearsall,3630.0,3630.0,2,2,2,,,NG,,,,X-walk from Travis,OPR,May/01/1961 
Pearsall,3630.0,3630.0,3,3,3,,,NG,,,,X-walk from Travis,OPR,Jul/01/1961 
Sam Rayburn Plant,3631.0,3631.0,CT7,10,,Pipeline Natural Gas,NG,NG,CT,50.0,86148.148,X-walk from Travis,OPR,Jun/24/2003 
Sam Rayburn Plant,3631.0,3631.0,CT7,7,,Pipeline Natural Gas,NG,NG,CT,50.0,86148.148,X-walk from Travis,OPR,Jun/24/2003 
Sam Rayburn Plant,3631.0,3631.0,CT8,10,,Pipeline Natural Gas,NG,NG,CT,50.0,540771.4720000001,X-walk from Travis,OPR,Jul/01/2003 
Sam Rayburn Plant,3631.0,3631.0,CT8,8,,Pipeline Natural Gas,NG,NG,CT,50.0,540771.4720000001,X-walk from Travis,OPR,Jul/01/2003 
Sam Rayburn Plant,3631.0,3631.0,CT9,10,,Pipeline Natural Gas,NG,NG,CT,50.0,490905.021,X-walk from Travis,OPR,Jul/08/2003 
Sam Rayburn Plant,3631.0,3631.0,CT9,9,,Pipeline Natural Gas,NG,NG,CT,50.0,490905.021,X-walk from Travis,OPR,Jul/08/2003 
Carbon,3644.0,3644.0,1,1,1,Coal,CBL,BIT,ST,79.0,,X-walk from Travis,RET,Jan/08/2016 
Carbon,3644.0,3644.0,2,2,2,Coal,CBL,BIT,ST,120.0,,X-walk from Travis,RET,Jan/08/2016 
Gadsby,3648.0,3648.0,1,1,1,Pipeline Natural Gas,NG,NG,ST,70.0,240481.24899999998,X-walk from Travis,OPR,Sep/18/1951 
Gadsby,3648.0,3648.0,2,2,2,Pipeline Natural Gas,NG,NG,ST,80.0,331628.472,X-walk from Travis,OPR,Dec/26/1952 
Gadsby,3648.0,3648.0,3,3,3,Pipeline Natural Gas,NG,NG,ST,113.0,597214.038,X-walk from Travis,OPR,Jun/01/1955 
Gadsby,3648.0,3648.0,4,4,,Pipeline Natural Gas,NG,NG,GT,46.0,254628.04100000003,X-walk from Travis,OPR,Jul/10/2002 
Gadsby,3648.0,3648.0,5,5,,Pipeline Natural Gas,NG,NG,GT,46.0,266640.225,X-walk from Travis,OPR,Jul/13/2002 
Gadsby,3648.0,3648.0,6,6,,Pipeline Natural Gas,NG,NG,GT,46.0,218391.438,X-walk from Travis,OPR,Jul/29/2002 
Provo,3686.0,3686.0,4,4,,,,NG,,,,860 gen file generator,OPR,Feb/01/1940 
Provo,3686.0,3686.0,5,5,,,,NG,,,,860 gen file generator,OPR,Feb/01/1940 
Berlin 5,3734.0,3734.0,A,GT1,,Diesel Oil,DFO,KER,GT,385.0,11820.0,X-walk from Travis,OPR,Jun/01/1972 
Berlin 5,3734.0,3734.0,B,GT1,,Diesel Oil,DFO,KER,GT,356.0,10664.3,X-walk from Travis,OPR,Jun/01/1972 
Penny Lane Gas Turbine,3754.0,3754.0,CT1,GT1,,Diesel Oil,DFO,DFO,GT,181.0,5282.8,X-walk from Travis,OPR,Sep/25/1971 
Penny Lane Gas Turbine,3754.0,3754.0,CT2,GT1,,Diesel Oil,DFO,DFO,GT,181.0,5281.6,X-walk from Travis,OPR,Sep/25/1971 
Clinch River,3775.0,3775.0,1,1,1,Natural Gas,NG,NG,ST,275.0,1156035.654,X-walk from Travis,OPR,Sep/30/1958 
Clinch River,3775.0,3775.0,2,2,2,Natural Gas,NG,NG,ST,275.0,2355532.065,X-walk from Travis,OPR,Dec/31/1958 
Tasley Energy Center,3785.0,3785.0,TA10,TAS,,Diesel Oil,DFO,DFO,GT,33.0,35120.4,X-walk from Travis,OPR,Jun/01/1972 
Bremo Power Station,3796.0,3796.0,3,3,3,Pipeline Natural Gas,NG,NG,ST,90.0,786733.816,X-walk from Travis,OPR,Jun/05/1950 
Bremo Power Station,3796.0,3796.0,4,4,4,Pipeline Natural Gas,NG,NG,ST,178.0,3549776.1089999997,X-walk from Travis,OPR,Jul/09/1958 
Chesterfield Power Station,3797.0,3797.0,**8A,CT8,,Pipeline Natural Gas,NG,NG,CT,253.0,8913011.534,X-walk from Travis,OPR,May/31/1992 
Chesterfield Power Station,3797.0,3797.0,**8A,CW8,,Pipeline Natural Gas,NG,NG,CT,253.0,8913011.534,X-walk from Travis,OPR,May/31/1992 
Chesterfield Power Station,3797.0,3797.0,3,3,3,Coal,CBL,BIT,ST,116.0,593316.288,X-walk from Travis,OPR,Nov/09/1952 
Chesterfield Power Station,3797.0,3797.0,4,4,4,Coal,CBL,BIT,ST,190.0,8246692.998,X-walk from Travis,OPR,May/18/1960 
Chesterfield Power Station,3797.0,3797.0,5,5,5,Coal,CBL,BIT,ST,378.0,17423785.36,X-walk from Travis,OPR,Jun/21/1964 
Chesterfield Power Station,3797.0,3797.0,6,6,6,Coal,CBL,BIT,ST,781.0,38874225.5,X-walk from Travis,OPR,May/03/1969 
Chesterfield Power Station,3797.0,3797.0,7,CT7,,Pipeline Natural Gas,NG,NG,CT,253.0,8917982.661,X-walk from Travis,OPR,Jun/13/1990 
Chesterfield Power Station,3797.0,3797.0,7,CW7,,Pipeline Natural Gas,NG,NG,CT,253.0,8917982.661,X-walk from Travis,OPR,Jun/13/1990 
Possum Point Power Station,3804.0,3804.0,3,3,3,Pipeline Natural Gas,NG,NG,ST,116.0,242091.956,X-walk from Travis,OPR,Feb/05/1995 
Possum Point Power Station,3804.0,3804.0,4,4,4,Pipeline Natural Gas,NG,NG,ST,255.0,789284.735,X-walk from Travis,OPR,Mar/17/1962 
Possum Point Power Station,3804.0,3804.0,5,5,5,Residual Oil,RFO,RFO,ST,898.0,1061291.485,X-walk from Travis,OPR,Feb/06/1995 
Possum Point Power Station,3804.0,3804.0,6A,6A,6A,Pipeline Natural Gas,NG,NG,CT,340.0,12175579.98,X-walk from Travis,OPR,Apr/25/2003 
Possum Point Power Station,3804.0,3804.0,6A,6ST,6A,Pipeline Natural Gas,NG,NG,CT,340.0,12175579.98,X-walk from Travis,OPR,Apr/25/2003 
Possum Point Power Station,3804.0,3804.0,6B,6B,6B,Pipeline Natural Gas,NG,NG,CT,340.0,12239609.98,X-walk from Travis,OPR,Apr/20/2003 
Possum Point Power Station,3804.0,3804.0,6B,6ST,6B,Pipeline Natural Gas,NG,NG,CT,340.0,12239609.98,X-walk from Travis,OPR,Apr/20/2003 
Yorktown Power Station,3809.0,3809.0,1,1,1,Coal,CBL,BIT,ST,182.0,491885.49,X-walk from Travis,OPR,Jun/19/1957 
Yorktown Power Station,3809.0,3809.0,2,2,2,Coal,CBL,BIT,ST,191.0,2804092.642,X-walk from Travis,OPR,Dec/19/1958 
Yorktown Power Station,3809.0,3809.0,3,3,3,Residual Oil,RFO,RFO,ST,900.0,1766125.015,X-walk from Travis,OPR,Nov/06/1974 
Centralia,3845.0,3845.0,BW21,1,BW21,Coal,CBL,RC,ST,770.0,24923388.5,X-walk from Travis,OPR,Dec/31/1972 
Centralia,3845.0,3845.0,BW22,2,BW22,Coal,CBL,RC,ST,770.0,28193017.99,X-walk from Travis,OPR,Jul/11/1973 
John E Amos,3935.0,3935.0,1,1,1,Coal,CBL,BIT,ST,900.0,41569754.18,X-walk from Travis,OPR,Sep/01/1971 
John E Amos,3935.0,3935.0,2,2,2,Coal,CBL,BIT,ST,900.0,45076973.12,X-walk from Travis,OPR,Jun/06/1972 
John E Amos,3935.0,3935.0,3,3,3,Coal,CBL,BIT,ST,1500.0,59664022.14,X-walk from Travis,OPR,Oct/22/1973 
John E Amos,3935.0,3935.0,AUX1,,,Diesel Oil,DFO,,ST,642.0,276.1,,Operating,
